DoctorKey,DoctorID,FirstName,LastName,FullName,Gender,Specialization,Qualification,ExperienceYears,DepartmentKey,HospitalKey,ConsultationFee,IsActive
1055,DOC1055,Michael,Becker,Dr. Michael Becker,Male,Pediatrics,MBBS,35,11,13,658,False
1056,DOC1056,Ryan,Martinez,Dr. Ryan Martinez,Male,Oncology,MCh,11,15,10,309,True
1057,DOC1057,Elizabeth,Grant,Dr. Elizabeth Grant,Male,Rheumatology,MD,16,11,10,563,True
1058,DOC1058,Larry,Baker,Dr. Larry Baker,Male,Radiology,PhD,4,9,7,595,True
1059,DOC1059,Shannon,Fisher,Dr. Shannon Fisher,Female,Cardiology,PhD,4,9,1,462,True
1060,DOC1060,Samuel,Moore,Dr. Samuel Moore,Female,Pathology,MCh,16,12,7,455,True
1061,DOC1061,Tracy,Fowler,Dr. Tracy Fowler,Male,Dermatology,FACC,22,1,13,185,True
1062,DOC1062,Bradley,Rush,Dr. Bradley Rush,Female,Urology,PhD,1,20,9,446,True
1063,DOC1063,Sarah,Diaz,Dr. Sarah Diaz,Male,Radiology,MCh,34,3,12,613,True
1064,DOC1064,Jeffery,Griffith,Dr. Jeffery Griffith,Male,Rheumatology,MBBS,5,20,1,196,False
1065,DOC1065,Samantha,Hernandez,Dr. Samantha Hernandez,Female,Urology,MS,39,1,4,224,True
1066,DOC1066,Brittany,Evans,Dr. Brittany Evans,Female,ICU,MRCP,11,11,5,567,True
1067,DOC1067,Teresa,Kerr,Dr. Teresa Kerr,Female,Pathology,MCh,15,9,6,786,True
1068,DOC1068,Jimmy,Richardson,Dr. Jimmy Richardson,Male,Nephrology,FACC,7,12,15,344,True
1069,DOC1069,Charles,Ramos,Dr. Charles Ramos,Female,Pathology,PhD,33,9,7,671,True
1070,DOC1070,Stacie,James,Dr. Stacie James,Male,Nephrology,PhD,29,18,10,187,True
1071,DOC1071,Tracey,Rodriguez,Dr. Tracey Rodriguez,Male,Endocrinology,MCh,4,1,10,477,True
1072,DOC1072,Logan,Campbell,Dr. Logan Campbell,Male,Radiology,PhD,5,20,7,757,True
1073,DOC1073,Grace,Valencia,Dr. Grace Valencia,Non-binary,Rheumatology,MBBS,24,14,15,381,True
1074,DOC1074,Patricia,Anderson,Dr. Patricia Anderson,Male,ENT,MBBS,34,16,4,430,True
1075,DOC1075,Katelyn,Garcia,Dr. Katelyn Garcia,Female,ENT,MCh,5,3,1,166,True
1076,DOC1076,Aaron,Moore,Dr. Aaron Moore,Female,Pediatrics,PhD,9,2,12,446,True
1077,DOC1077,Russell,Turner,Dr. Russell Turner,Female,Endocrinology,PhD,22,8,10,489,True
1078,DOC1078,Cheryl,Roberts,Dr. Cheryl Roberts,Female,Orthopedics,MCh,5,7,4,786,True
1079,DOC1079,Joshua,Cox,Dr. Joshua Cox,Female,Orthopedics,MS,12,16,14,200,True
1080,DOC1080,Sarah,Washington,Dr. Sarah Washington,Male,ICU,FRCS,1,18,3,324,True
1081,DOC1081,Stacy,Lyons,Dr. Stacy Lyons,Male,Oncology,DO,20,9,4,535,True
1082,DOC1082,Robert,Farmer,Dr. Robert Farmer,Female,ENT,MBBS,28,16,3,757,True
1083,DOC1083,Danny,Martin,Dr. Danny Martin,Male,Obstetrics,MCh,17,2,3,228,True
1084,DOC1084,Elizabeth,Martin,Dr. Elizabeth Martin,Male,Radiology,FRCS,11,15,11,571,True
1085,DOC1085,Michael,Perez,Dr. Michael Perez,Male,Neurology,FRCS,17,2,11,709,True
1086,DOC1086,Miguel,Shaw,Dr. Miguel Shaw,Male,Nephrology,MS,20,14,10,524,True
1087,DOC1087,Kayla,Hanson,Dr. Kayla Hanson,Male,Endocrinology,FACC,7,8,13,370,True
1088,DOC1088,Sarah,Garcia,Dr. Sarah Garcia,Male,Dermatology,DO,5,9,2,225,True
1089,DOC1089,Tricia,Saunders,Dr. Tricia Saunders,Female,Ophthalmology,MCh,8,6,10,266,True
1090,DOC1090,Melissa,Murphy,Dr. Melissa Murphy,Male,Radiology,DO,39,9,2,88,True
1091,DOC1091,Jimmy,Reid,Dr. Jimmy Reid,Non-binary,Pulmonology,MRCP,29,18,15,164,True
1092,DOC1092,Cheryl,Parks,Dr. Cheryl Parks,Female,Emergency,MS,5,17,10,378,True
1093,DOC1093,Catherine,Evans,Dr. Catherine Evans,Male,Pulmonology,MD,12,7,12,155,True
1094,DOC1094,Dylan,Turner,Dr. Dylan Turner,Female,Orthopedics,MCh,17,6,9,57,True
1095,DOC1095,Lindsay,Booker,Dr. Lindsay Booker,Female,Dermatology,MBBS,8,11,6,569,True
1096,DOC1096,Brendan,Booker,Dr. Brendan Booker,Female,Gastroenterology,MRCP,34,14,11,103,True
1097,DOC1097,Frances,Ramirez,Dr. Frances Ramirez,Male,Pulmonology,FACC,37,4,13,155,True
1098,DOC1098,Kathleen,Gilbert,Dr. Kathleen Gilbert,Male,Obstetrics,DO,10,15,3,496,True
1099,DOC1099,Alexis,Gilbert,Dr. Alexis Gilbert,Male,Urology,FACC,1,19,14,741,True
1100,DOC1100,Ashley,Hernandez,Dr. Ashley Hernandez,Female,Gastroenterology,MBBS,11,17,11,593,True
1101,DOC1101,Bobby,Vasquez,Dr. Bobby Vasquez,Non-binary,Emergency,DO,23,11,2,74,True
1102,DOC1102,Steven,Jones,Dr. Steven Jones,Female,Pediatrics,MCh,32,7,15,175,True
1103,DOC1103,Stacie,Cox,Dr. Stacie Cox,Female,Urology,MS,14,7,3,605,True
1104,DOC1104,Janice,Cantu,Dr. Janice Cantu,Non-binary,Rheumatology,DM,11,15,10,599,False
1105,DOC1105,Lauren,Robinson,Dr. Lauren Robinson,Female,Psychiatry,PhD,10,10,2,343,True
1106,DOC1106,Sarah,Foster,Dr. Sarah Foster,Male,Urology,DO,1,3,3,762,True
1107,DOC1107,Thomas,Walter,Dr. Thomas Walter,Female,Rheumatology,MD,1,14,10,716,True
1108,DOC1108,William,Carlson,Dr. William Carlson,Male,ENT,DO,17,3,11,607,True
1109,DOC1109,Heather,Griffith,Dr. Heather Griffith,Male,Gastroenterology,FACC,25,20,11,611,True
1110,DOC1110,Kimberly,Miller,Dr. Kimberly Miller,Male,Orthopedics,MBBS,1,9,6,638,True
1111,DOC1111,Barbara,Perez,Dr. Barbara Perez,Female,Urology,MRCP,8,7,13,161,True
1112,DOC1112,Amanda,Williams,Dr. Amanda Williams,Male,Urology,DO,36,2,1,575,True
1113,DOC1113,Katelyn,Lawrence,Dr. Katelyn Lawrence,Male,Emergency,DM,39,4,13,754,True
1114,DOC1114,Ronald,Costa,Dr. Ronald Costa,Male,Ophthalmology,FRCS,26,19,5,218,True
1115,DOC1115,Stacy,Kerr,Dr. Stacy Kerr,Male,ENT,DO,21,11,10,60,True
1116,DOC1116,Candace,Garcia,Dr. Candace Garcia,Male,Radiology,FRCS,23,19,14,320,True
1117,DOC1117,Brian,Erickson,Dr. Brian Erickson,Female,Dermatology,MBBS,15,20,4,252,True
1118,DOC1118,Elizabeth,Mendoza,Dr. Elizabeth Mendoza,Female,Oncology,MBBS,8,1,7,761,True
1119,DOC1119,Lauren,Smith,Dr. Lauren Smith,Male,Oncology,DO,15,8,13,384,True
1120,DOC1120,Shannon,Murray,Dr. Shannon Murray,Male,Emergency,DM,28,17,13,545,True
1121,DOC1121,Jessica,Johnson,Dr. Jessica Johnson,Male,Pathology,MS,26,10,4,786,True
1122,DOC1122,Joshua,Greene,Dr. Joshua Greene,Male,Emergency,MCh,27,11,8,641,True
1123,DOC1123,Natalie,Taylor,Dr. Natalie Taylor,Female,Oncology,FRCS,24,12,5,611,True
1124,DOC1124,Matthew,Medina,Dr. Matthew Medina,Female,Obstetrics,MD,3,15,8,776,True
1125,DOC1125,Nicole,Reyes,Dr. Nicole Reyes,Female,Urology,FACC,25,19,6,566,True
1126,DOC1126,Carl,Thompson,Dr. Carl Thompson,Male,Radiology,MCh,35,18,1,223,True
1127,DOC1127,Donald,Becker,Dr. Donald Becker,Female,Gastroenterology,MD,26,13,14,595,True
1128,DOC1128,Beth,Rodriguez,Dr. Beth Rodriguez,Male,Emergency,MBBS,23,12,10,291,True
1129,DOC1129,Mary,Chavez,Dr. Mary Chavez,Male,Endocrinology,MRCP,9,8,7,298,True
1130,DOC1130,Nicole,Brown,Dr. Nicole Brown,Female,Urology,MD,31,3,2,533,True
1131,DOC1131,Shelly,Wall,Dr. Shelly Wall,Female,ICU,MCh,18,15,2,286,True
1132,DOC1132,Matthew,Murray,Dr. Matthew Murray,Female,Neurology,DO,11,1,8,68,True
1133,DOC1133,Mary,Aguilar,Dr. Mary Aguilar,Female,ENT,PhD,20,14,10,799,True
1134,DOC1134,Nicholas,Hancock,Dr. Nicholas Hancock,Female,Radiology,MS,5,10,4,478,True
1135,DOC1135,Linda,Patterson,Dr. Linda Patterson,Female,Neurology,MD,37,16,12,552,True
1136,DOC1136,Elizabeth,Maddox,Dr. Elizabeth Maddox,Male,Nephrology,FRCS,28,19,6,656,True
1137,DOC1137,David,Hudson,Dr. David Hudson,Male,Oncology,MCh,13,12,1,525,True
1138,DOC1138,David,Carroll,Dr. David Carroll,Male,Oncology,MBBS,31,12,9,507,True
1139,DOC1139,Cynthia,Walker,Dr. Cynthia Walker,Male,ICU,MD,3,10,3,643,True
1140,DOC1140,Peter,Robinson,Dr. Peter Robinson,Male,Pediatrics,PhD,16,8,1,271,True
1141,DOC1141,Olivia,Ramirez,Dr. Olivia Ramirez,Male,Gastroenterology,MD,26,2,2,671,True
1142,DOC1142,Olivia,Anderson,Dr. Olivia Anderson,Female,Pediatrics,DM,1,1,5,593,True
1143,DOC1143,David,Kramer,Dr. David Kramer,Female,Orthopedics,MD,28,15,8,186,True
1144,DOC1144,Michelle,Lee,Dr. Michelle Lee,Female,Cardiology,FRCS,32,19,15,159,True
1145,DOC1145,Annette,Stone,Dr. Annette Stone,Male,Cardiology,DO,24,2,4,709,True
1146,DOC1146,Nicole,Olson,Dr. Nicole Olson,Female,Dermatology,FRCS,9,7,1,721,True
1147,DOC1147,Christopher,Pierce,Dr. Christopher Pierce,Male,Obstetrics,MBBS,30,13,3,795,True
1148,DOC1148,Amber,King,Dr. Amber King,Male,Cardiology,DM,14,15,5,125,True
1149,DOC1149,Danny,Erickson,Dr. Danny Erickson,Male,Radiology,MS,29,15,4,721,True
1150,DOC1150,Samuel,Little,Dr. Samuel Little,Male,Emergency,DO,25,14,5,697,True
1151,DOC1151,Todd,Hancock,Dr. Todd Hancock,Male,Pulmonology,MRCP,4,2,15,625,True
1152,DOC1152,Thomas,Carter,Dr. Thomas Carter,Female,ICU,MS,4,6,6,423,True
1153,DOC1153,Dale,Kerr,Dr. Dale Kerr,Female,Nephrology,FRCS,1,10,10,431,True
1154,DOC1154,Frances,Lawrence,Dr. Frances Lawrence,Female,Rheumatology,PhD,3,2,11,371,True
1155,DOC1155,John,Mitchell,Dr. John Mitchell,Male,Oncology,MRCP,12,7,2,71,True
1156,DOC1156,Teresa,Rhodes,Dr. Teresa Rhodes,Female,Pediatrics,MBBS,2,8,4,425,True
1157,DOC1157,Debbie,Ray,Dr. Debbie Ray,Female,Psychiatry,FACC,37,20,7,227,True
1158,DOC1158,Kaitlin,Brown,Dr. Kaitlin Brown,Male,Radiology,MCh,36,7,7,200,True
1159,DOC1159,Terri,James,Dr. Terri James,Female,Ophthalmology,MS,7,20,1,91,True
1160,DOC1160,Brian,Singleton,Dr. Brian Singleton,Male,Dermatology,MD,13,15,10,393,True
1161,DOC1161,Kimberly,Jenkins,Dr. Kimberly Jenkins,Male,Pediatrics,FACC,29,14,5,85,True
1162,DOC1162,Shari,Ortiz,Dr. Shari Ortiz,Male,Ophthalmology,MRCP,26,17,5,687,False
1163,DOC1163,Emma,Williamson,Dr. Emma Williamson,Male,Pulmonology,MD,23,17,10,717,True
1164,DOC1164,Samantha,Roberts,Dr. Samantha Roberts,Male,Ophthalmology,MCh,39,5,15,650,True
1165,DOC1165,Tonya,Sanchez,Dr. Tonya Sanchez,Male,Dermatology,FRCS,25,9,13,275,True
1166,DOC1166,James,Garrett,Dr. James Garrett,Male,Orthopedics,PhD,27,11,15,172,True
1167,DOC1167,Robert,Roberts,Dr. Robert Roberts,Female,Nephrology,MD,20,20,7,428,True
1168,DOC1168,Jennifer,Chavez,Dr. Jennifer Chavez,Male,Orthopedics,DM,21,1,2,555,True
1169,DOC1169,David,Holland,Dr. David Holland,Male,Nephrology,DM,12,10,4,65,True
1170,DOC1170,Andrew,Hall,Dr. Andrew Hall,Male,Obstetrics,MS,21,5,6,692,True
1171,DOC1171,Michael,Cook,Dr. Michael Cook,Female,Psychiatry,FACC,36,5,5,378,True
1172,DOC1172,Thomas,Hancock,Dr. Thomas Hancock,Female,ENT,MS,15,16,4,664,True
1173,DOC1173,Amanda,Zhang,Dr. Amanda Zhang,Female,Obstetrics,FRCS,6,5,3,108,True
1174,DOC1174,Andrew,Grant,Dr. Andrew Grant,Male,ENT,FACC,24,16,3,369,True
1175,DOC1175,Brittany,Hancock,Dr. Brittany Hancock,Male,Orthopedics,FRCS,31,20,10,393,True
1176,DOC1176,Christopher,Banks,Dr. Christopher Banks,Female,Orthopedics,FRCS,38,16,8,86,True
1177,DOC1177,Donna,Jordan,Dr. Donna Jordan,Male,ICU,MD,22,4,1,580,True
1178,DOC1178,Kerri,Wilson,Dr. Kerri Wilson,Female,Pulmonology,MD,31,3,9,748,True
1179,DOC1179,Pamela,Garrett,Dr. Pamela Garrett,Female,Dermatology,FRCS,10,9,13,455,True
1180,DOC1180,Stephen,Snow,Dr. Stephen Snow,Male,Oncology,FRCS,17,12,7,346,True
1181,DOC1181,Aaron,Green,Dr. Aaron Green,Female,Emergency,FRCS,17,16,5,527,True
1182,DOC1182,Amanda,Carlson,Dr. Amanda Carlson,Female,Nephrology,MCh,13,9,5,320,True
1183,DOC1183,Sandra,Brock,Dr. Sandra Brock,Male,Ophthalmology,PhD,28,4,6,319,True
1184,DOC1184,Elizabeth,Maldonado,Dr. Elizabeth Maldonado,Male,Rheumatology,MBBS,35,20,5,619,True
1185,DOC1185,Patricia,Washington,Dr. Patricia Washington,Male,Obstetrics,MS,13,19,14,493,True
1186,DOC1186,Tamara,Phillips,Dr. Tamara Phillips,Female,Dermatology,PhD,6,14,15,247,True
1187,DOC1187,Grant,Carlson,Dr. Grant Carlson,Male,Oncology,MD,33,14,6,355,True
1188,DOC1188,Candace,Ray,Dr. Candace Ray,Male,Neurology,MD,34,19,14,676,True
1189,DOC1189,Nicholas,Johnson,Dr. Nicholas Johnson,Female,Obstetrics,MBBS,37,10,13,446,True
1190,DOC1190,Jill,Davis,Dr. Jill Davis,Male,Pulmonology,MS,10,3,2,107,True
1191,DOC1191,Pamela,Hodges,Dr. Pamela Hodges,Male,Orthopedics,FACC,29,13,8,692,True
1192,DOC1192,Clarence,Williams,Dr. Clarence Williams,Female,Obstetrics,DO,28,10,10,605,True
1193,DOC1193,Samuel,Choi,Dr. Samuel Choi,Male,Urology,FACC,31,16,7,250,True
1194,DOC1194,Mary,Wilson,Dr. Mary Wilson,Male,Ophthalmology,MS,32,16,7,774,True
1195,DOC1195,Kara,Barnett,Dr. Kara Barnett,Male,Rheumatology,PhD,38,10,8,763,True
1196,DOC1196,Maria,Butler,Dr. Maria Butler,Male,Radiology,MRCP,19,8,11,796,True
1197,DOC1197,Gloria,Pollard,Dr. Gloria Pollard,Male,Pathology,DM,3,9,5,333,True
1198,DOC1198,Alexis,Hampton,Dr. Alexis Hampton,Female,ENT,DO,8,13,9,742,True
1199,DOC1199,Dennis,Young,Dr. Dennis Young,Female,Nephrology,DO,35,13,4,654,True
1200,DOC1200,Anna,Avery,Dr. Anna Avery,Male,Emergency,MRCP,33,11,14,703,True
1201,DOC1201,Sara,Mcneil,Dr. Sara Mcneil,Female,Nephrology,FACC,1,11,2,460,True
1202,DOC1202,Nathaniel,Brown,Dr. Nathaniel Brown,Female,Oncology,DO,15,20,2,259,True
1203,DOC1203,Jennifer,Allen,Dr. Jennifer Allen,Female,Obstetrics,PhD,10,6,1,220,False
1204,DOC1204,Michael,Garcia,Dr. Michael Garcia,Female,Radiology,MRCP,13,4,6,774,True
1205,DOC1205,Tamara,Mcintyre,Dr. Tamara Mcintyre,Female,ICU,DO,25,16,10,426,True
1206,DOC1206,Brittany,Murphy,Dr. Brittany Murphy,Female,Cardiology,DM,20,19,15,745,True
1207,DOC1207,Nicole,Young,Dr. Nicole Young,Male,ENT,DO,19,13,7,466,True
1208,DOC1208,William,Barajas,Dr. William Barajas,Male,Emergency,PhD,17,9,3,450,True
1209,DOC1209,Kayla,Beck,Dr. Kayla Beck,Male,Cardiology,MS,26,7,6,104,True
1210,DOC1210,William,Coffey,Dr. William Coffey,Male,Nephrology,PhD,27,10,2,351,True
1211,DOC1211,Julie,Wolf,Dr. Julie Wolf,Female,Nephrology,DO,2,2,8,467,True
1212,DOC1212,David,Willis,Dr. David Willis,Male,Orthopedics,FACC,6,11,11,131,True
1213,DOC1213,Sierra,Allen,Dr. Sierra Allen,Male,Cardiology,PhD,14,6,1,171,True
1214,DOC1214,Jorge,Robinson,Dr. Jorge Robinson,Male,Orthopedics,MD,17,6,12,492,True
1215,DOC1215,Jean,Baker,Dr. Jean Baker,Male,Obstetrics,FACC,39,12,4,236,True
1216,DOC1216,Hannah,Mckinney,Dr. Hannah Mckinney,Female,Orthopedics,PhD,35,20,11,575,True
1217,DOC1217,Lee,Vargas,Dr. Lee Vargas,Female,Endocrinology,MS,26,5,13,395,False
1218,DOC1218,James,Mcclure,Dr. James Mcclure,Male,Neurology,FRCS,2,19,12,352,True
1219,DOC1219,Nicole,Mullins,Dr. Nicole Mullins,Male,Psychiatry,DM,4,11,11,138,True
1220,DOC1220,Michelle,Reyes,Dr. Michelle Reyes,Male,ENT,DM,18,20,11,354,True
1221,DOC1221,Erin,West,Dr. Erin West,Male,Endocrinology,MRCP,23,8,3,456,True
1222,DOC1222,Michael,Burton,Dr. Michael Burton,Female,Rheumatology,MRCP,26,20,3,479,True
1223,DOC1223,Samantha,Gilbert,Dr. Samantha Gilbert,Female,Rheumatology,PhD,6,14,6,252,True
1224,DOC1224,Nathaniel,James,Dr. Nathaniel James,Male,Cardiology,DM,35,14,10,70,True
1225,DOC1225,Elizabeth,Carlson,Dr. Elizabeth Carlson,Male,Radiology,MRCP,20,12,10,751,True
1226,DOC1226,Joseph,Kramer,Dr. Joseph Kramer,Female,Psychiatry,MD,24,10,12,768,True
1227,DOC1227,Karen,Jackson,Dr. Karen Jackson,Female,Radiology,FRCS,2,11,5,728,True
1228,DOC1228,Eric,Moody,Dr. Eric Moody,Male,Endocrinology,PhD,33,18,13,267,True
1229,DOC1229,Stacie,Williams,Dr. Stacie Williams,Male,Psychiatry,MRCP,22,16,7,501,True
1230,DOC1230,April,Sullivan,Dr. April Sullivan,Male,ICU,MCh,9,1,4,155,True
1231,DOC1231,Joshua,Cox,Dr. Joshua Cox,Female,Radiology,MRCP,13,14,12,729,True
1232,DOC1232,Bruce,Evans,Dr. Bruce Evans,Male,Radiology,MBBS,14,17,2,54,False
1233,DOC1233,Pamela,Larson,Dr. Pamela Larson,Male,Cardiology,FRCS,2,15,7,403,False
1234,DOC1234,John,Carpenter,Dr. John Carpenter,Non-binary,Emergency,MBBS,37,10,12,692,True
1235,DOC1235,Elizabeth,Landry,Dr. Elizabeth Landry,Female,Emergency,DO,32,7,12,594,True
1236,DOC1236,Thomas,Keller,Dr. Thomas Keller,Male,Dermatology,MD,35,14,4,697,True
1237,DOC1237,Stacie,Keller,Dr. Stacie Keller,Male,Obstetrics,FACC,14,14,3,422,True
1238,DOC1238,Grace,Miller,Dr. Grace Miller,Male,ENT,FRCS,22,8,1,121,True
1239,DOC1239,Mike,Wilson,Dr. Mike Wilson,Female,Psychiatry,MD,18,9,2,55,True
1240,DOC1240,Lauren,Miller,Dr. Lauren Miller,Male,Endocrinology,MRCP,19,8,13,164,True
1241,DOC1241,Larry,Hahn,Dr. Larry Hahn,Female,Cardiology,MS,23,1,12,93,True
1242,DOC1242,Charles,Brock,Dr. Charles Brock,Female,Dermatology,PhD,18,1,8,385,True
1243,DOC1243,Brendan,Rodriguez,Dr. Brendan Rodriguez,Male,Endocrinology,MBBS,31,2,9,87,True
1244,DOC1244,Tina,Rush,Dr. Tina Rush,Female,Pediatrics,MD,3,9,5,189,True
1245,DOC1245,Elizabeth,Craig,Dr. Elizabeth Craig,Male,Obstetrics,MS,8,11,3,364,True
1246,DOC1246,Amber,Brown,Dr. Amber Brown,Male,Endocrinology,PhD,35,9,1,601,True
1247,DOC1247,Erik,Martin,Dr. Erik Martin,Female,Psychiatry,PhD,35,20,11,555,True
1248,DOC1248,Heather,Saunders,Dr. Heather Saunders,Male,ENT,MRCP,32,5,1,93,True
1249,DOC1249,Jennifer,Lawrence,Dr. Jennifer Lawrence,Male,Obstetrics,MD,15,8,2,727,True
1250,DOC1250,Roy,Evans,Dr. Roy Evans,Male,Pathology,FRCS,18,5,12,462,True
1251,DOC1251,Timothy,Farmer,Dr. Timothy Farmer,Male,Pathology,MBBS,1,6,9,311,True
1252,DOC1252,Nancy,Pollard,Dr. Nancy Pollard,Male,Nephrology,MS,11,12,8,337,True
1253,DOC1253,Beth,Rhodes,Dr. Beth Rhodes,Female,Obstetrics,MD,29,7,4,686,True
1254,DOC1254,Jennifer,Garcia,Dr. Jennifer Garcia,Female,Obstetrics,MD,14,7,3,398,True
1255,DOC1255,Brianna,Johnson,Dr. Brianna Johnson,Female,Oncology,PhD,19,14,7,234,True
1256,DOC1256,Kerri,Perez,Dr. Kerri Perez,Female,Dermatology,FACC,5,17,6,368,True
1257,DOC1257,Kristin,Wilson,Dr. Kristin Wilson,Male,Pediatrics,DO,20,5,9,101,True
1258,DOC1258,Cindy,Rodriguez,Dr. Cindy Rodriguez,Female,Gastroenterology,MRCP,29,3,3,164,True
1259,DOC1259,Mark,Sutton,Dr. Mark Sutton,Male,ENT,PhD,23,5,4,285,True
1260,DOC1260,Christopher,Leach,Dr. Christopher Leach,Male,Psychiatry,MBBS,22,12,2,215,False
1261,DOC1261,Nicole,Richardson,Dr. Nicole Richardson,Female,Dermatology,DM,36,20,7,311,True
1262,DOC1262,Barbara,Davis,Dr. Barbara Davis,Male,ICU,MRCP,10,4,5,98,False
1263,DOC1263,Christopher,Lawrence,Dr. Christopher Lawrence,Male,ICU,MBBS,12,1,4,507,True
1264,DOC1264,Justin,West,Dr. Justin West,Male,Obstetrics,MBBS,25,11,9,136,True
1265,DOC1265,Donna,Johnson,Dr. Donna Johnson,Male,Psychiatry,MRCP,19,20,8,212,True
1266,DOC1266,Tricia,Johnston,Dr. Tricia Johnston,Male,Radiology,MBBS,39,12,4,783,True
1267,DOC1267,Brendan,Hines,Dr. Brendan Hines,Male,ENT,FACC,3,19,11,54,True
1268,DOC1268,Lauren,Maldonado,Dr. Lauren Maldonado,Female,Pathology,FRCS,5,13,6,259,True
1269,DOC1269,Elizabeth,Stevens,Dr. Elizabeth Stevens,Male,Emergency,DO,14,1,6,425,True
1270,DOC1270,Nancy,Bryant,Dr. Nancy Bryant,Male,Orthopedics,PhD,18,9,8,280,True
1271,DOC1271,Julie,Hudson,Dr. Julie Hudson,Male,Ophthalmology,MBBS,35,16,3,290,True
1272,DOC1272,Erik,Cox,Dr. Erik Cox,Female,Emergency,MCh,20,11,7,145,True
1273,DOC1273,Donna,Wright,Dr. Donna Wright,Male,Ophthalmology,MRCP,18,4,9,367,True
1274,DOC1274,Patricia,Peters,Dr. Patricia Peters,Male,Neurology,FACC,7,4,2,616,True
1275,DOC1275,Raymond,Freeman,Dr. Raymond Freeman,Male,Gastroenterology,MCh,17,14,9,490,True
1276,DOC1276,Logan,Brown,Dr. Logan Brown,Female,Obstetrics,MRCP,21,10,1,743,True
1277,DOC1277,April,Hodges,Dr. April Hodges,Female,Obstetrics,FRCS,23,12,10,574,True
1278,DOC1278,Angela,Barber,Dr. Angela Barber,Female,Oncology,MBBS,24,8,1,642,True
1279,DOC1279,Sherri,Lee,Dr. Sherri Lee,Female,Neurology,DO,17,7,3,373,True
1280,DOC1280,Bradley,Baker,Dr. Bradley Baker,Male,Radiology,DO,7,14,6,509,False
1281,DOC1281,Anthony,Bennett,Dr. Anthony Bennett,Male,Dermatology,PhD,6,1,10,483,True
1282,DOC1282,James,Brock,Dr. James Brock,Male,Psychiatry,FRCS,7,9,11,659,True
1283,DOC1283,Chad,Williamson,Dr. Chad Williamson,Male,Dermatology,MRCP,25,8,8,425,True
1284,DOC1284,Nicholas,Jenkins,Dr. Nicholas Jenkins,Male,Pediatrics,PhD,34,16,2,353,True
1285,DOC1285,Robert,Davis,Dr. Robert Davis,Male,Emergency,DM,35,15,6,102,True
1286,DOC1286,John,Fisher,Dr. John Fisher,Male,Urology,FACC,13,9,12,694,True
1287,DOC1287,James,Francis,Dr. James Francis,Female,Obstetrics,FACC,4,6,2,376,True
1288,DOC1288,Brittany,Gilbert,Dr. Brittany Gilbert,Male,Rheumatology,DO,25,5,11,648,True
1289,DOC1289,Jessica,Raymond,Dr. Jessica Raymond,Female,Obstetrics,DO,2,5,6,558,True
1290,DOC1290,Scott,Baker,Dr. Scott Baker,Female,Pulmonology,MD,25,6,1,51,True
1291,DOC1291,Brent,Choi,Dr. Brent Choi,Male,Neurology,MCh,15,16,11,538,True
1292,DOC1292,Catherine,Shaw,Dr. Catherine Shaw,Male,Oncology,MD,33,1,1,415,True
1293,DOC1293,Tiffany,Jones,Dr. Tiffany Jones,Female,ENT,PhD,25,1,6,229,True
1294,DOC1294,Jacqueline,Johnson,Dr. Jacqueline Johnson,Female,Radiology,MRCP,29,11,3,248,True
1295,DOC1295,Sara,James,Dr. Sara James,Male,Obstetrics,MS,16,5,9,528,True
1296,DOC1296,Danny,Mitchell,Dr. Danny Mitchell,Male,Pulmonology,FACC,33,17,1,114,True
1297,DOC1297,Amy,Wilson,Dr. Amy Wilson,Female,Neurology,MD,21,16,2,504,True
1298,DOC1298,Cindy,Stevens,Dr. Cindy Stevens,Female,Gastroenterology,MBBS,25,16,8,684,True
1299,DOC1299,Sara,Gallegos,Dr. Sara Gallegos,Male,Radiology,FACC,15,10,15,115,True
1300,DOC1300,Christine,Ruiz,Dr. Christine Ruiz,Male,Orthopedics,MD,18,9,1,55,True
1301,DOC1301,Amanda,Kramer,Dr. Amanda Kramer,Female,Obstetrics,FRCS,33,9,7,95,True
1302,DOC1302,Sarah,Smith,Dr. Sarah Smith,Male,Obstetrics,FRCS,16,4,13,597,True
1303,DOC1303,Kaitlyn,Valentine,Dr. Kaitlyn Valentine,Female,Oncology,DM,1,12,5,685,True
1304,DOC1304,Lindsay,Miller,Dr. Lindsay Miller,Male,Gastroenterology,MBBS,15,18,8,791,False
1305,DOC1305,Evan,Davis,Dr. Evan Davis,Male,Endocrinology,DM,16,6,13,71,True
1306,DOC1306,Richard,Osborne,Dr. Richard Osborne,Male,Emergency,MBBS,17,2,11,411,True
1307,DOC1307,Stephanie,Powell,Dr. Stephanie Powell,Male,ICU,DO,3,12,5,86,True
1308,DOC1308,Thomas,Lozano,Dr. Thomas Lozano,Female,Urology,MRCP,6,8,12,328,True
1309,DOC1309,Olivia,Cohen,Dr. Olivia Cohen,Male,Psychiatry,FACC,13,16,11,280,True
1310,DOC1310,Nicole,Adams,Dr. Nicole Adams,Female,Neurology,MRCP,17,18,8,504,True
1311,DOC1311,Denise,Thomas,Dr. Denise Thomas,Male,Psychiatry,FRCS,2,20,7,731,True
1312,DOC1312,Ashley,Petersen,Dr. Ashley Petersen,Female,Radiology,MRCP,16,8,14,653,True
1313,DOC1313,Dawn,Wilson,Dr. Dawn Wilson,Female,Endocrinology,FRCS,13,19,14,97,True
